city,state,shape,duration,date_time,lon,lat
Granby,CT,oval,3 to 5 minutes,2002-09-08T20:30:00,-72.7961,41.9597
Lakewood,CA,triangle,15 min,2002-11-02T18:00:00,-118.11620342857142,33.84574457142857
Marysville,WA,sphere,5 minutes,2002-11-02T19:55:00,-122.20199054054054,48.06684121621622
Lakewood,CA,triangle,15 min,2002-11-02T18:00:00,-118.11620342857142,33.84574457142857
Deltona,FL,flash,3 seconds,2002-11-02T20:32:00,-81.22035000000001,28.89217151162791
Waterloo,SC,light,10 seconds,2002-11-02T20:45:00,-82.0593,34.3515
Chillicothe,TX,cylinder,four minutes,2002-11-03T17:40:00,-99.4992,34.2371
Creswell,OR,fireball,30econds,2002-10-14T19:02:00,-123.0275,43.9066
Virginia Beach,VA,disk,5 min,2002-11-04T18:45:00,-76.06194814578005,36.837301342710994
Redwood Valley,CA,fireball,1 minute,2002-10-14T19:03:00,-123.2381,39.3212
Grass Valley,CA,fireball,10 sec,2002-10-14T19:05:00,-121.02348333333332,39.16412530864198
Madras,OR,chevron,15-30 seconds,2002-10-14T19:05:00,-121.056,44.6067
Murphys,CA,changing,1minute,2002-10-14T19:05:00,-120.4546,38.1498
Fall River Mills,CA,fireball,1-2 minutes,2002-10-14T19:10:00,-121.4742,41.0135
Anderson,CA,light,5 minutes,2002-10-14T19:30:00,-122.3548,40.4458
Las Vegas,NV,sphere,1 minute,2002-10-14T19:30:00,-115.18659190010855,36.14124586319218
San Jose,CA,other,1-2 minutes,2002-10-14T19:30:00,-121.88970568836406,37.3388420218894
San Jose,CA,unknown,16 sec,2002-10-14T20:08:00,-121.88970568836406,37.3388420218894
Elmo,UT,circle,10 minutes,2002-10-14T20:15:00,-110.8152,39.3897
Oshawa,ON,light,15-20 min.,2002-10-14T22:30:00,-78.86515720930232,43.92118697674418
Darwin,NT,chevron,1min,2002-10-15T20:30:00,130.85058021978023,-12.437061538461538
Abbotsford,BC,triangle,15 sec.,2002-08-28T22:15:00,-122.29588941504178,49.05030250696379
Bellingham,WA,sphere,still watching,2002-08-28T22:54:00,-122.44462006578948,48.74688634868421
Upland,CA,rectangle,4 min,2002-08-28T23:00:00,-117.66207081712062,34.1139813229572
Elma,WA,unknown,1 hour,2002-08-28T23:30:00,-123.3976,47.1054
Littleton,CO,disk,2 minutes,2002-08-29T15:00:00,-105.0102302425107,39.56792218259629
Camarillo,CA,other,1 minute,2002-08-29T17:30:00,-119.03310224358974,34.219553525641025
Toledo,OR,triangle,millisecond,2002-08-29T23:45:00,-123.892,44.6012
Grove City,PA,oval,several mins.,2002-08-30T00:45:00,-80.0615,41.166
Bradley,IL,other,5 minutes,2002-08-30T19:15:00,-87.86080000000001,41.1492
Dover,DE,triangle,6 minutes,2002-08-30T21:05:00,-75.52987906137184,39.16652996389892
Belleville,MI,disk,20 minutes,2002-08-11T05:00:00,-83.48073333333333,42.17611407407407
Roxbury,CT,sphere,2-3 minutes,2002-08-11T19:56:00,-73.3015,41.5538
San Rafael,CA,light,5 sec,2002-08-11T21:20:00,-122.52110826446282,37.99526143250689
Kirkfield,ON,light,4 minutes,2002-08-11T21:55:00,-78.9829,44.5668
Weldon,CA,triangle,2-4 secs,2002-08-11T22:40:00,-118.2723,35.5739
Seattle,WA,light,10seconds,2002-08-12T01:00:00,-122.3260283459596,47.60904638888889
Rochester,WA,other,2 minutes,2002-08-12T02:29:00,-123.1412,46.8045
Baker City,OR,formation,8 minutes,2002-08-12T02:43:00,-117.7453,44.8141
Fitchburg,MA,triangle,55 sec.,2002-08-12T07:30:00,-71.8055,42.5908
Breckenridge,CO,disk,3 minutes,2002-08-12T12:30:00,-105.9962,39.4678
Toppenish,WA,disk,15 minutes,2002-08-12T13:15:00,-120.2588,46.2848
Jacksonville,FL,triangle,2hrs,1974-07-15T21:00:00,-81.6163728336584,30.266904680969628
Grand Coulee,WA,cigar,10 minutes,1975-09-11T21:00:00,-119.0062,47.9973
Sequim,WA,oval,10 minutes,1982-06-01T06:00:00,-123.0613,48.0656
Raymond,NH,triangle,2 Minutes,1977-06-01T00:30:00,-71.1992,43.0323
Seal Rock,OR,sphere,Seconds,1987-04-15T16:00:00,-123.9951,44.5034
Little Rock,AR,other,2 or 3 minutes,1988-01-15T18:00:00,-92.3631923627685,34.737536276849646
Reno,NV,cylinder,3 Mins.,1997-06-11T11:00:00,-119.8174511061947,39.50650741150443
San Antonio,TX,fireball,1 minute,1998-08-20T00:00:00,-98.4752404435546,29.48886591714153
Blackwell,OK,disk,2-3 mins.,2001-06-24T22:30:00,-97.3007,36.7875
Manhattan Beach,CA,disk,45 SECONDS,2002-05-28T13:50:00,-118.40132565789472,33.889148684210525
Bakersfield,CA,unknown,20 secs,2002-05-28T21:15:00,-119.04089261083745,35.34399793103448
Little Rock,AR,circle,10 seconds,2002-05-28T23:28:00,-92.3631923627685,34.737536276849646
Frankfort,IN,light,1 minute,2002-05-29T21:15:00,-86.4688,40.3187
Richmond,VA,other,20 to 30 seconds,2002-05-29T22:09:00,-77.50798002261591,37.55860753863551
Aylmer,QC,sphere,5-10 minutes,2002-05-29T23:59:00,-75.8394,45.3966
Seattle,WA,other,10-20 secs,2002-05-30T09:45:00,-122.3260283459596,47.60904638888889
Ottawa,ON,triangle,20 seconds,2002-05-30T12:20:00,-75.70850071428572,45.3813825
Waco,TX,other,3-5,2002-05-30T17:00:00,-97.13584859813083,31.57359750778816
Leesburg,FL,unknown,10 seconds,2002-08-19T00:15:00,-81.82943058252428,28.80167766990291
Wenona,IL,unknown,10 minutes,2002-08-19T05:45:00,-89.0435,41.0559
Detroit,MI,other,8 to 10 minutes,2002-08-19T06:00:00,-83.11026847195357,42.368854674403615
Mankato,MN,cigar,15 minutes,2002-08-19T20:30:00,-94.01062092050208,44.14548033472804
Bingham,ME,flash,21;45,2002-08-19T21:15:00,-69.8444,45.1053
The Pas,MB,fireball,2 seconds,2002-08-20T01:05:00,-101.28624117647058,53.71725882352941
New Castle,IN,other,10 seconds,2002-08-20T13:00:00,-85.3718,39.9341
Poland,ME,fireball,10 minutes,2002-08-20T21:00:00,-70.3871,44.0452
Marion,OH,triangle,2 to 5 minutes,2002-08-20T11:00:00,-83.1425,40.5982
Noxon,MT,unknown,45 minutes,2002-08-20T23:10:00,-115.8292,48.0366
Killeen,TX,oval,10 seconds,2002-08-20T21:00:00,-97.78439354838709,31.058507038123167
Milan,TN,light,1 hour,2002-08-20T23:59:00,-88.7858,35.9251
Clinton,MS,triangle,appx. 2 minutes,2002-07-12T22:08:00,-90.3568476190476,32.36588095238095
Franklin,PA,light,1 minute,2002-07-12T22:50:00,-79.8608,41.45230000000001
Bangor,ME,cigar,1 minute,2002-07-12T23:15:00,-68.83885806451613,44.86216021505377
Vancouver,BC,fireball,02:10,2002-07-13T01:30:00,-123.11223982257268,49.26892572695909
Memphis,TN,chevron,~1 minute,2002-07-13T02:24:00,-89.92692482230727,35.12547266265719
Denver,CO,triangle,15 min,2002-07-13T11:00:00,-104.95934593826682,39.74512637220715
Lawrence,KS,cigar,about 2 min,2002-07-13T21:10:00,-95.25458794520549,39.0001002739726
Paramus,NJ,formation,70 seconds,2002-07-13T23:10:00,-74.0701785123967,40.9445
Avenal,CA,light,sky,2002-07-14T00:00:00,-120.1084,35.9244
Taylorville,IL,circle,1-2 min,2002-07-14T00:15:00,-89.2929,39.5546
Ashland,WI,unknown,10 minutes,2002-07-14T04:00:00,-90.9065,46.5632
Salt Lake City,UT,diamond,30 seconds,2002-04-24T07:30:00,-111.88213884685624,40.704464857813726
Leslie,AR,sphere,1 minute,2002-04-24T21:00:00,-92.5784,35.806
Meriden,CT,light,seconds,2002-04-24T21:45:00,-72.79349084967322,41.53889934640523
Port Orchard,WA,light,2 hours,2002-04-24T23:30:00,-122.615718134715,47.51249274611399
Winston-Salem,NC,light,2-3 minutes,2002-04-25T00:30:00,-80.27833537234042,36.09356861702128
Stockton,AL,triangle,1 minute,2002-04-25T22:15:00,-87.8243,31.0971
Jacksonville,FL,cylinder,2min,2002-04-26T15:05:00,-81.6163728336584,30.266904680969628
Ottawa,ON,oval,aprox 1 min,2002-04-27T12:30:00,-75.70850071428572,45.3813825
Germantown,NY,sphere,6 minutes,2002-04-27T13:10:00,-73.8633,42.1261
Galveston,TX,other,20 seconds,2002-04-27T15:30:00,-94.82867435897435,29.274632307692304
Wilmington,NC,light,10 seconds,2002-04-27T21:00:00,-77.87846768642447,34.23837495219885
Jacksonville,FL,circle,4 seconds,2002-04-27T21:58:00,-81.6163728336584,30.266904680969628
Williamsburg,VA,light,less than 2 seconds,2002-06-23T22:13:00,-76.73795308056873,37.305810900473936
Deerfield Beach,FL,sphere,20 minutes,2002-06-24T00:10:00,-80.12194181184668,26.30993658536585
Laguna Niguel,CA,rectangle,10 seconds,2002-06-24T16:15:00,-117.705338,33.534344000000004
Phoenix,AZ,light,30 SEC.,2002-06-24T18:58:00,-112.04946,33.535380550607286
New York,NY,light,20:15 - 22:15,2002-06-24T20:15:00,-73.98772448166518,40.74430706561509
Walnut Creek,CA,unknown,7-10 seconds,2002-06-24T21:55:00,-122.05358215613384,37.90372453531598
Deerfield Beach,FL,disk,20 minutes,2002-06-24T23:10:00,-80.12194181184668,26.30993658536585
Edmonton,AB,other,7-10 seconds,2002-06-25T01:01:00,-113.5039614461738,53.52298881322957
Noblesville,IN,cigar,45 min,2002-06-25T21:10:00,-85.99161652542372,40.06087881355933
Mississauga,ON,light,ongoing,2002-06-25T21:30:00,-79.6629041573536,43.59003236477425
Portland,OR,circle,15 minutes,2002-06-25T23:00:00,-122.66520380380382,45.51052971304638
Orting,WA,other,20 seconds,2002-06-25T23:12:00,-122.1081,47.0375
Aberdeen,WA,circle,15seconds,2002-06-25T23:30:00,-123.995,46.8841
Sabina,OH,sphere,a few seconds,2002-06-26T03:00:00,-83.6484,39.4951
Lewisburg,PA,light,5 minutes,1990-06-01T05:00:00,-76.9587,40.9812
Lewisburg,PA,light,2 minutes,1991-08-01T03:00:00,-76.9587,40.9812
Elkton,MD,light,5 minutes,1993-07-15T17:30:00,-75.86718938053099,39.61701592920354
Canton,OH,circle,08-seconds,1994-06-16T15:00:00,-81.40800021786492,40.843307189542486
Mesa,AZ,other,5   min,1995-06-01T12:00:00,-111.772797322253,33.42126454293629
York,PA,flash,5 seconds,1996-09-13T02:30:00,-76.71886879150067,39.96327543160691
Evansville,IL,circle,5 seconds,1997-07-04T19:00:00,-89.9733,38.1006
Wenatchee,WA,light,5 minutes,1997-12-08T00:00:00,-120.35481633986927,47.37553137254902
Orange Park,FL,unknown,60 secs,1998-01-24T18:25:00,-81.75236315789473,30.128008631578947
Kent,WA,circle,5 minutes,1997-12-09T08:30:00,-122.19678513824886,47.38164504608295
Bartelso,IL,oval,2 .5 min total,1998-01-26T20:45:00,-89.4797,38.5201
Las Cruces,NM,disk,2 hours or more,1998-01-27T17:00:00,-106.75489560117302,32.32767214076246
Sedona,AZ,light,5 hrs,1998-01-30T20:00:00,-111.89417096774194,34.904693548387094
Portland,OR,circle,20 min,2002-09-14T01:00:00,-122.66520380380382,45.51052971304638
Leduc,AB,triangle,60 Seconds,2002-09-14T03:00:00,-113.552,53.2668
Littleton,CO,circle,5 - 10 min,2002-09-14T06:30:00,-105.0102302425107,39.56792218259629
Charlotte,NC,cone,2mins,2002-09-15T02:30:00,-80.82639156166476,35.20580084001527
Lehigh Acres,FL,flash,5 Seconds,2002-09-15T01:30:00,-81.64091587301587,26.62011746031746
Chicago,IL,oval,1 hour,2002-09-15T20:55:00,-87.66801795521089,41.8799124159215
Montreal,QC,triangle,15-20 mins,2002-09-15T20:00:00,-73.58579954756006,45.51408695464828
Spokane,WA,triangle,25 - 30 minutes,2002-09-14T05:15:00,-117.38633105431308,47.68357629392971
Kansas City,KS,triangle,15 minutes,2002-09-15T21:00:00,-94.70725125,39.106140833333335
Poquoson,VA,disk,1 or 2 minutes,2002-09-15T21:35:00,-76.3526,37.1355
Laramie,WY,sphere,2 hours,2002-09-15T22:00:00,-105.72596666666668,41.36072083333333
Chicago,IL,formation,5-7 seconds,2002-09-15T22:40:00,-87.66801795521089,41.8799124159215
Long Beach,CA,triangle,1hr 15min,2002-09-23T21:15:00,-118.17310534232364,33.79002328838174
Westerville,OH,light,3 seconds,2002-09-23T22:30:00,-82.90826582914573,40.13236180904523
Decatur,IL,triangle,45 Seconds,2002-09-24T00:36:00,-88.9325382022472,39.85919213483146
Mason,OH,sphere,8 minutes,2002-09-24T13:00:00,-84.2994,39.3522
Sheboygan Falls,WI,light,19:43,2002-09-24T19:30:00,-87.8511,43.7432
Alamo,TX,diamond,10 minutes,2002-09-24T20:00:00,-98.1197,26.1451
Wayne,NE,sphere,2 minutes,2002-09-24T23:50:00,-97.0374,42.2208
Grapevine,TX,circle,lost time,2002-09-25T20:30:00,-97.08088322147653,32.9238389261745
Flint,MI,light,one minute,2002-09-25T21:05:00,-83.70674685138538,43.01416473551637
Shawnee,KS,light,3 min.,2002-09-26T22:36:00,-94.76005620915032,39.00562745098039
Garrison,NY,light,10 minutes,2002-10-26T21:30:00,-73.9315,41.378
San Jose,CA,other,10 seconds,2002-10-28T01:10:00,-121.88970568836406,37.3388420218894
Central Square,NY,disk,2 HOURS,2002-09-08T21:30:00,-76.1884,43.3273
Glenfield,NY,circle,1:00a.m.,2002-09-08T22:30:00,-75.2942,43.7472
Milford,OH,triangle,2or3min,2002-09-08T23:00:00,-84.2295,39.1659
Fallon,NV,triangle,10 seconds,2002-09-08T23:13:00,-118.3094,39.503644
Oskaloosa,IA,other,continuous,2002-09-08T23:30:00,-92.6502,41.2812
Holland,OH,oval,3 or 4 seconds,2002-09-09T01:05:00,-83.751,41.6325
Mehoopany,PA,chevron,15 min,2002-09-09T09:30:00,-76.1458,41.5247
Huntsville,TX,other,seconds,2002-09-09T20:00:00,-95.55198736842104,30.715044210526315
Grover Beach,CA,light,almost 1min,2002-09-10T02:00:00,-120.6193,35.1212
Lake City,MI,light,1-2 minutes,2002-09-10T21:30:00,-85.14876153846154,44.374730769230766
Hebron,ME,unknown,10 seconds,2002-08-30T21:30:00,-70.3778,44.1945
Somerset,MA,unknown,5 seconds,2002-08-30T21:30:00,-71.15711739130434,41.75188260869565
Holland,NY,circle,30 minutes,2002-08-30T22:15:00,-78.5513,42.6333
Dickinson,ND,triangle,2 minutes,2002-08-30T23:00:00,-102.83027307692308,46.91044038461538
Sarnia,ON,light,30 sec. to 1 min.,2002-08-30T22:18:00,-82.31983842105264,42.96978578947368
Rome,OH,circle,20 min,2002-08-30T23:50:00,-80.8789,41.6071
Curlew,WA,light,1minute,2002-08-31T21:00:00,-118.6302,48.8795
Brighton,MI,light,Few minutes,2002-08-31T21:20:00,-83.77078901734104,42.54766358381503
Louisville,KY,unknown,aprox 1 hour,2002-08-31T21:30:00,-85.68918456444217,38.21121446765155
Newark,NJ,disk,15 sec,2002-08-31T23:30:00,-74.17999255952381,40.73847222222222
Cleveland,OH,unknown,All night,2002-08-31T23:55:00,-81.65460330426801,41.47117691601652
Sacramento,CA,light,3 minutes,2002-09-01T04:00:00,-121.4500995655322,38.57580181028241
Parry Sound,ON,triangle,30 seconds,2002-09-01T00:15:00,-80.033,45.3501
Omaha,NE,unknown,5 minutes,2002-09-01T21:30:00,-96.06482784922396,41.25485179600887
Republic,WA,light,10 minutes,2002-09-01T23:00:00,-118.704,48.5983
Iroquois Falls,ON,other,About 20 seconds,2002-08-12T22:30:00,-80.32697368421051,48.536205263157896
Great Barrington,MA,light,45 secs,2002-08-12T22:30:00,-73.3277,42.1617
Jackson,MI,disk,20miniutes- 2 hours,2002-08-12T22:46:00,-84.34975419354839,42.23958516129032
Huffman,TX,triangle,5 minutes,2002-08-12T21:45:00,-95.1105,30.0698
New Westminster,BC,other,0.5 secs each sighting,2002-08-12T23:00:00,-122.9272519434629,49.201911307420495
Rifle,CO,cylinder,1 minute plus,2002-08-12T23:45:00,-108.0364,39.7046
Pleasanton,CA,circle,15 seconds,2002-08-13T01:22:00,-121.89576392156862,37.66508758169935
Ponca City,OK,changing,2 or 3 minutes,2002-03-15T17:30:00,-97.09243913043478,36.71205652173913
Carterville,IL,egg,25-35 minutes,2002-04-19T21:30:00,-89.07759999999999,37.7861
Tacoma,WA,light,45min,2002-05-23T03:00:00,-122.4597204895105,47.21257223776224
Charles Town,WV,light,3 sec.,2002-06-05T23:35:00,-77.8705,39.2581
Ottawa,ON,cylinder,3 min.,2002-06-20T16:00:00,-75.70850071428572,45.3813825
Salem,OR,light,30/40 sec.s,2002-06-22T22:30:00,-123.00423516160626,44.9412471106758
Longmont,CO,circle,90 secs,2002-07-06T21:45:00,-105.085449694501,40.1703733197556
Harrisburg,PA,sphere,30 seconds,2002-07-15T09:00:00,-76.8305888471178,40.30708258145364
Tillamook,OR,light,approx. 1.5 hrs,2002-07-15T22:00:00,-123.71,45.46619999999999
Cleveland,TX,flash,6 min,2002-07-17T04:45:00,-95.05268125,30.35968125
Duluth,GA,triangle,4-6min,2002-07-17T22:55:00,-84.15485316455695,33.99903628691983
Addison,TX,other,1 minute,2002-07-17T17:00:00,-96.8292,32.9618
Perrysburg,OH,other,2 Minutes,2002-05-30T18:40:00,-83.56653333333334,41.529916666666665
Sevierville,TN,triangle,5 minutes,2002-05-30T22:30:00,-83.54468333333332,35.7915575
Clinton,TN,flash,1 second,2002-05-30T22:48:00,-84.20502063492063,36.10330158730159
Spring Hill,FL,triangle,5 min,2002-05-30T23:00:00,-82.5392425,28.4692090625
Warminster,PA,light,1/2 hour,2002-05-31T21:10:00,-75.0996,40.2068
Irving,TX,formation,5 minutes,2002-05-31T22:00:00,-96.96644082044384,32.88038143913921
Rochester,MN,light,1 minute,2002-05-31T23:00:00,-92.48710817307692,44.03461346153846
Bridgman,MI,triangle,only a few seconds,2002-06-01T00:30:00,-86.5522,41.9411
Cherokee Village,AR,light,:02,2002-06-01T00:35:00,-91.568,36.2958
Frankford,DE,light,continues now,2002-06-01T02:45:00,-75.2079,38.5044
Champaign,IL,changing,5min,2002-08-21T01:10:00,-88.25995336134453,40.11609390756302
Kamloops,BC,triangle,10 seconds,2002-08-21T02:29:00,-120.42138209876542,50.69344537037037
Olympia,WA,unknown,1 hour,2002-08-21T03:30:00,-122.89693098159508,47.03031595092024
Madison,WI,triangle,3-5 min,2002-08-21T05:00:00,-89.38736175266175,43.06651416871416
Lebanon,TN,triangle,5 minutes,2002-08-21T05:30:00,-86.26952644628099,36.243075206611564
Boston,MA,cigar,1 minute,2002-08-21T14:30:00,-71.06563371161549,42.3416629506008
White Plains,NY,disk,10 seconds or less,2002-08-21T18:30:00,-73.7644002631579,41.02648342105263
Dartmouth,NS,triangle,1 minute,2002-08-21T21:15:00,-63.55159817073171,44.67892469512195
Knoxville,IL,chevron,7seconds,2002-08-21T22:05:00,-90.2435,40.9396
Isle of Palms,SC,light,20 to 30 seconds,2002-08-21T22:30:00,-79.7639,32.8014
Durant,OK,changing,8-10 minutes,2002-08-22T01:21:00,-96.3917,33.995
Crystal Lake,IL,unknown,45 mins,2002-08-22T02:14:00,-88.3069732142857,42.23814642857143
Winnebago,IL,triangle,30 min,1972-06-01T22:00:00,-89.2711,42.2752
Rochester,MN,unknown,30 minutes,1978-08-15T13:00:00,-92.48710817307692,44.03461346153846
Denver,CO,other,5 seconds,1994-08-15T20:00:00,-104.95934593826682,39.74512637220715
San Pedro,CA,cylinder,HOURS,2002-08-10T20:00:00,-118.29940934065934,33.73561208791208
Lehi,UT,changing,10 minutes,2002-03-15T19:00:00,-111.9618,40.3245
Nyssa,OR,changing,90 minutes taped,2002-08-31T23:00:00,-117.1573,43.7341
Kennesaw,GA,diamond,5 mins,2002-09-25T05:25:00,-84.61814120734908,34.01628083989501
Fremont,CA,fireball,5 Minutes,2002-09-26T10:00:00,-121.976828371768,37.54118127183787
Taylorsville,UT,triangle,1 hour or more,2002-09-26T21:15:00,-111.9388,40.6677
Windsor,ON,circle,5 min,2002-07-14T23:30:00,-82.9962388429752,42.28187173553719
Falls Church,VA,disk,1 minute,2002-07-14T16:00:00,-77.18092101167315,38.87033365758755
Port Angeles,WA,light,10 seconds(approx),2002-07-15T01:30:00,-123.39789600000002,48.00258533333333
Modesto,CA,changing,16 minutes,2002-07-14T20:03:00,-120.99442244604316,37.66861323741007
Bothell,WA,oval,15 min,2002-07-15T22:00:00,-122.1998718799368,47.81147361769352
Portland,OR,sphere,5 min.,2002-07-16T00:00:00,-122.66520380380382,45.51052971304638
Salem,OR,circle,5 minutes,2002-07-14T22:25:00,-123.00423516160626,44.9412471106758
Missoula,MT,fireball,1 minute,2002-07-15T20:01:00,-114.02240554272517,46.92450254041571
Portland,OR,circle,4 minutes,2002-04-27T23:40:00,-122.66520380380382,45.51052971304638
Tacoma,WA,triangle,6 seconds,2002-04-28T22:40:00,-122.4597204895105,47.21257223776224
Seattle,WA,light,7 seconds,2002-04-29T21:08:00,-122.3260283459596,47.60904638888889
Evanston,WY,sphere,hours,2002-04-29T21:30:00,-110.84107037037036,41.237929629629626
Seattle,WA,light,2 seconds,2002-04-29T21:50:00,-122.3260283459596,47.60904638888889
Gates,OR,unknown,5 seconds,2002-04-29T23:30:00,-122.39,44.7481
Cheyenne,WY,egg,5 minutes,2002-04-30T20:15:00,-104.82391246882791,41.149224771404825
Kelowna,BC,other,1 minute,2002-04-30T21:45:00,-119.4277732173913,49.92862173913044
Woodinville,WA,chevron,5 seconds,2002-04-30T22:04:00,-122.1635,47.7543
Gaylord,MI,other,2 minutes,2002-04-30T23:15:00,-84.641075,44.98874
Rippon,WV,other,ten seconds,2002-05-01T17:30:00,-77.9053,39.2184
Saint Helens,OR,disk,15 minutes,2002-06-26T03:00:00,-122.9283,45.8871
Mabton,WA,triangle,20 Min,2002-06-26T21:50:00,-120.0982,46.1516
Freehold,NJ,disk,2 mins,2002-06-26T22:30:00,-74.2986,40.2321
Wichita,KS,teardrop,approx.  1 minute,2002-06-27T17:00:00,-97.32954010327022,37.696397848537
Dunn,NC,teardrop,45 sec.,2002-06-27T20:00:00,-78.54771323529413,35.27674117647059
Phoenix,AZ,fireball,1 hour +,2002-06-27T21:45:00,-112.04946,33.535380550607286
Natchitoches,LA,oval,20 minutes,2002-06-27T22:00:00,-93.110275,31.698380357142856
Selden,NY,formation,4 min,2002-06-27T22:25:00,-73.0425,40.8714
Hart,MI,fireball,3 minutes,1998-02-05T07:11:00,-86.284,43.7279
Laguna Niguel,CA,sphere,20 sec,1998-02-10T20:00:00,-117.705338,33.534344000000004
Arroyo Grande,CA,disk,5min,1998-03-27T22:35:00,-120.44440444444444,35.16437111111111
Bushkill,PA,circle,3 minutes,2000-05-15T03:00:00,-74.9923,41.1458
Key West,FL,formation,30 minutes,2000-06-01T20:00:00,-81.68395882352942,24.58480294117647
Gardiner,MT,light,2 minutes,2000-09-09T03:30:00,-110.4182,45.1303
Dalton,MA,triangle,10 Minutes,2001-05-15T01:30:00,-73.0959,42.47679999999999
Sacramento,CA,disk,30 sec,2001-10-09T07:00:00,-121.4500995655322,38.57580181028241
Milford,OH,circle,15 seconds,2001-11-25T16:00:00,-84.2295,39.1659
Ontario,CA,light,30 min.,2002-09-16T01:45:00,-117.62222585858584,34.04399898989899
San Marcos,CA,changing,1 1/2hrs at least,2002-09-16T04:15:00,-117.1663392996109,33.13531750972763
Brea,CA,disk,A few seconds,2002-09-16T14:45:00,-117.86529513513514,33.925738378378384
Monongahela,PA,unknown,15 minutes,2002-09-16T20:42:00,-79.9284,40.1751
Augusta,GA,light,over 3 hours,2002-09-17T20:30:00,-82.04117769784173,33.4584832733813
Portland,OR,unknown,10 minutes,2002-09-17T23:30:00,-122.66520380380382,45.51052971304638
Vancouver,WA,other,5 min,2002-09-18T20:07:00,-122.58490839694656,45.65808015267176
Kokomo,IN,light,10 minutes,2002-09-18T21:20:00,-86.12858523809524,40.48414571428571
Halifax,NS,flash,what?,2002-09-18T21:50:00,-63.62572313117066,44.654953173483776
Grants Pass,OR,other,20 minutes,2002-09-18T22:10:00,-123.37069254658388,42.46357701863354
Winnetka,CA,triangle,1 hour,2002-09-19T02:30:00,-118.5744380952381,34.21025238095238
River Forest,IL,teardrop,7-10 Seconds,2002-09-27T12:38:00,-87.8197,41.894
Memphis,TN,light,20 SECS.,2002-09-27T19:51:00,-89.92692482230727,35.12547266265719
Fairfax,VA,light,3 Seconds,2002-09-10T23:59:00,-77.31409306625578,38.84920832049307
Reno,NV,unknown,LESS THEN A MINUTE,2002-09-11T20:45:00,-119.8174511061947,39.50650741150443
New York,NY,sphere,25 minutes,2002-09-11T21:00:00,-73.98772448166518,40.74430706561509
Portland,OR,oval,10-15 sec.,2002-09-11T22:00:00,-122.66520380380382,45.51052971304638
Dennis,MA,other,5-10 seconds,2002-09-12T14:15:00,-70.1977,41.7322
Hamilton,ON,formation,6 - 8 seconds,2002-09-11T22:47:00,-79.86514418377321,43.23776070381232
Hydetown,PA,formation,40 minutes,2002-09-12T19:30:00,-79.727,41.6526
Memphis,TN,sphere,time is 9:00pm and still,2002-09-12T20:35:00,-89.92692482230727,35.12547266265719
Pullman,WA,light,30min,2002-09-12T22:30:00,-117.33531981981984,46.75618648648649
Lynnwood,WA,unknown,@ 10 MINS,2002-09-13T09:40:00,-122.29480474226804,47.82361835051547
Marlton,NJ,unknown,7sec,2002-09-13T11:48:00,-74.9218,39.8912
Trout Lake,WA,triangle,1 minute,2002-09-01T23:15:00,-121.5312,45.9798
Owatonna,MN,formation,3 sec.,2002-09-02T00:00:00,-93.226,44.0479
Lodi,CA,chevron,2 hours,2002-09-02T02:30:00,-121.26165847953216,38.12603333333333
Boulder,CO,light,20 seconds,2002-09-02T20:00:00,-105.26873952606635,40.024403601895735
Oneonta,NY,diamond,3 Minutes,2002-09-03T00:35:00,-75.04896379310345,42.48409310344828
San Marcos,TX,light,1 hour,2002-09-03T02:00:00,-98.01287441860464,29.87306124031008
Hatfield,PA,circle,15 minutes,2002-09-03T03:00:00,-75.2952,40.2865
Ingersoll,ON,unknown,continuous,2002-09-03T21:00:00,-80.883,43.0334
Willernie,MN,other,30 minutes,2002-09-03T22:30:00,-92.9566,45.0541
Portland,OR,chevron,1.5 Seconds,2002-08-13T02:00:00,-122.66520380380382,45.51052971304638
Fernie,BC,triangle,40seconds,2002-08-13T03:00:00,-115.0667,49.5
Bothell,WA,light,2 mins,2002-08-13T03:20:00,-122.1998718799368,47.81147361769352
Beverly Hills,CA,cylinder,2 hours,2002-08-13T11:45:00,-118.40547678571428,34.081520982142855
Mesa,AZ,other,10 minutes,2002-08-13T20:00:00,-111.772797322253,33.42126454293629
Albuquerque,NM,other,20:30pm,2002-08-13T20:00:00,-106.61247515723272,35.10348122192273
Goshen,CT,light,10 Mins,2002-08-13T21:00:00,-73.2358,41.8489
Seattle,WA,light,10+ minutes,2002-08-13T21:00:00,-122.3260283459596,47.60904638888889
Sharon,PA,changing,2hr 15min,2002-08-13T21:06:00,-80.4971,41.235
Gaithersburg,MD,rectangle,3 minutes,2002-08-13T21:47:00,-77.20584416543575,39.14072038404727
Rochester,NY,light,6 seconds,2002-08-13T22:54:00,-77.61785896384644,43.1550415206858
Battle Ground,IN,oval,10 seconds,2002-08-13T22:30:00,-86.80490000000002,40.5487
Kitimat,BC,disk,seconds,2002-07-21T14:00:00,-128.6534,54.0524
Charlotte,NC,light,40 seconds,2002-08-13T23:20:00,-80.82639156166476,35.20580084001527
Vancouver,BC,triangle,25-30 minutes,2002-07-20T02:00:00,-123.11223982257268,49.26892572695909
West Hills,CA,formation,2 mins,2002-07-23T22:05:00,-118.68875714285714,34.20296428571429
Marina del Rey,CA,chevron,2 Minutes,2002-07-23T22:18:00,-118.43761515151516,33.978093939393936
